0.0,3.0,1.4142135623730951,2.0,4.47213595499958,1.0,1.0,4.123105625617661,1.4142135623730951,1.0,3.1622776601683795,2.0,2.23606797749979,1.0,4.47213595499958,2.8284271247461903
0.0,3.0,2.23606797749979,4.123105625617661,1.0,1.0,3.1622776601683795,2.0,3.1622776601683795,3.1622776601683795,3.1622776601683795,2.8284271247461903,3.1622776601683795,1.0,2.0,4.123105625617661
0.0,3.0,3.1622776601683795,2.0,4.0,4.123105625617661,0.0,2.0,1.0,2.23606797749979,1.4142135623730951,2.0,1.4142135623730951,2.23606797749979,1.4142135623730951,1.4142135623730951
0.0,3.0,3.1622776601683795,4.242640687119285,5.830951894845301,5.0,2.23606797749979,1.0,1.0,1.0,1.4142135623730951,3.0,2.23606797749979,0.0,1.0,1.4142135623730951
0.0,3.0,2.23606797749979,1.4142135623730951,3.1622776601683795,2.23606797749979,1.4142135623730951,2.23606797749979,1.0,2.23606797749979,1.0,1.4142135623730951,1.0,1.0,1.4142135623730951,2.23606797749979
0.0,3.0,1.4142135623730951,3.1622776601683795,3.0,4.0,2.8284271247461903,3.0,2.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,2.23606797749979,1.0,2.23606797749979,2.0
0.0,3.0,1.4142135623730951,1.4142135623730951,2.23606797749979,1.0,1.0,5.0,1.0,1.4142135623730951,1.0,1.0,1.4142135623730951,1.0,3.1622776601683795,2.0
0.0,3.0,0.0,2.23606797749979,2.0,1.4142135623730951,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.4142135623730951,1.4142135623730951
0.0,3.0,2.8284271247461903,4.123105625617661,2.0,4.47213595499958,1.4142135623730951,5.385164807134504,1.0,0.0,1.4142135623730951,1.0,2.23606797749979,1.0,2.23606797749979,1.4142135623730951
0.0,3.0,2.8284271247461903,3.1622776601683795,1.4142135623730951,4.47213595499958,1.0,5.0990195135927845,1.0,1.0,1.4142135623730951,2.0,2.23606797749979,1.0,4.47213595499958,2.0
1.0,7.0,1.0,1.4142135623730951,4.123105625617661,2.0,2.0,1.0,1.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
1.0,7.0,1.0,2.23606797749979,0.0,6.708203932499369,3.1622776601683795,0.0,2.23606797749979,2.23606797749979,1.0,1.0,2.8284271247461903,1.0,0.0,2.0
1.0,7.0,1.0,1.4142135623730951,2.0,5.0990195135927845,1.4142135623730951,1.4142135623730951,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0
1.0,7.0,4.47213595499958,4.0,1.4142135623730951,3.605551275463989,5.0990195135927845,3.1622776601683795,2.23606797749979,1.0,3.1622776601683795,2.0,1.0,1.4142135623730951,1.0,3.0
1.0,7.0,4.0,3.605551275463989,2.23606797749979,2.0,3.1622776601683795,4.123105625617661,2.0,3.605551275463989,0.0,2.23606797749979,8.246211251235321,0.0,6.082762530298219,17.029386365926403
1.0,7.0,8.0,5.0,3.1622776601683795,5.385164807134504,6.082762530298219,6.082762530298219,3.1622776601683795,2.8284271247461903,3.605551275463989,1.4142135623730951,5.0,2.0,6.0,14.142135623730951
1.0,7.0,3.605551275463989,4.123105625617661,1.0,3.1622776601683795,1.4142135623730951,3.605551275463989,1.4142135623730951,2.23606797749979,1.4142135623730951,2.0,7.0,2.0,7.211102550927978,7.280109889280518
1.0,7.0,2.23606797749979,2.0,2.0,1.0,5.0,5.0,1.4142135623730951,1.0,2.0,1.0,3.1622776601683795,1.4142135623730951,1.4142135623730951,8.0
1.0,7.0,5.656854249492381,4.0,2.0,3.1622776601683795,2.23606797749979,1.0,2.0,1.0,0.0,2.0,5.830951894845301,1.4142135623730951,3.605551275463989,3.0
